id,path,question,a,b,c,d,answer
train_0023.jpg,train/train_0023.jpg,사진에 보이는 에그 클럽 샌드위치 포장지는 어떤 재질로 보이나요?,종이,플라스틱,금속,유리,a
train_0024.jpg,train/train_0024.jpg,사진에 보이는 커피 프라푸치노 팩의 재활용 분류는 무엇인가요?,유리병,플라스틱,종이팩,캔,c
train_0025.jpg,train/train_0025.jpg,사진 속 재활용 가능한 음료 용기의 재질은 무엇인가요?,플라스틱 병,금속 캔,유리병,종이팩,d
train_0026.jpg,train/train_0026.jpg,사진에 보이는 재활용 가능한 유리병은 몇 개입니까?,4개,5개,7개,6개,d
train_0027.jpg,train/train_0027.jpg,사진에 보이는 재활용 가능한 플라스틱 음료 용기는 무엇인가요?,투명 플라스틱 컵,금속 캔,종이 상자,유리병,a
train_0028.jpg,train/train_0028.jpg,사진에 보이는 재활용품 중에서 형광등의 개수는 몇 개인가요?,5개 이상 10개 미만,20개 이상,5개 미만,10개 이상 20개 미만,b
train_0029.jpg,train/train_0029.jpg,사진 속 재활용 쓰레기봉투 안에 들어있는 캔의 개수는 몇 개인가요?,4개,3개,1개,2개,b
train_0030.jpg,train/train_0030.jpg,사진에 보이는 재활용 가능한 음료 용기는 무엇인가요?,유리병,플라스틱 병,캔,종이팩,c
train_0031.jpg,train/train_0031.jpg,사진에서 재활용 가능한 플라스틱 병은 몇 개 있나요?,2개,3개,1개,4개,c
train_0032.jpg,train/train_0032.jpg,사진에 보이는 재활용 가능한 캔의 개수는 몇 개입니까?,1개,4개,2개,3개,d
train_0033.jpg,train/train_0033.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,종이,플라스틱,금속,유리,b
train_0034.jpg,train/train_0034.jpg,사진에 보이는 재활용품 중 골판지 재질의 물건은 몇 개입니까?,2개,3개,1개,4개,b
train_0035.jpg,train/train_0035.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,2개,3개,1개,4개,b
train_0036.jpg,train/train_0036.jpg,사진 속 재활용 상자 안에 보이는 종이팩의 색상은 무엇인가요?,초록색과 흰색,검은색과 회색,파란색과 흰색,빨간색과 노란색,a
train_0037.jpg,train/train_0037.jpg,사진에 보이는 노란색 포장재는 어떤 재질로 만들어졌을 가능성이 가장 높은가요?,플라스틱,유리,종이,금속,a
train_0038.jpg,train/train_0038.jpg,이 상자 안에 들어있는 재활용품 중 종이 재질인 것은 무엇인가요?,플라스틱 용기,금속 캔,유리병,종이 상자,d
train_0039.jpg,train/train_0039.jpg,사진 속 테이블 위에 놓인 재활용품 중 유리병이 아닌 것은 무엇인가요?,종이팩,유리병,금속캔,플라스틱 컵,a
train_0040.jpg,train/train_0040.jpg,사진에 보이는 재활용품 중 골판지 상자는 어떤 재질인가요?,플라스틱,금속,종이,유리,c
train_0041.jpg,train/train_0041.jpg,사진 속 식탁 위에 놓인 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,1개,3개,없음,2개,a
train_0042.jpg,train/train_0042.jpg,사진 속 재활용 가능한 유리병은 몇 개입니까?,7개,9개,10개,8개,b
train_0043.jpg,train/train_0043.jpg,사진 속 상자 안에 들어있는 재활용품은 어떤 재질인가요?,플라스틱,금속,유리,종이,d
train_0044.jpg,train/train_0044.jpg,사진 속 재활용품으로 보이는 캔은 어떤 재질로 만들어졌나요?,종이,금속,유리,플라스틱,b
train_0045.jpg,train/train_0045.jpg,사진에 보이는 재활용품은 무엇입니까?,플라스틱 병,종이류,유리병,금속 캔,b
train_0046.jpg,train/train_0046.jpg,사진에 보이는 재활용 가능한 비닐봉지는 몇 개입니까?,2개,3개,1개,4개,a
train_0047.jpg,train/train_0047.jpg,책상 위에 있는 재활용 가능한 플라스틱 병은 몇 개입니까?,3개,1개,4개,2개,a
train_0048.jpg,train/train_0048.jpg,사진 속 투명 플라스틱 컵에 붙어 있는 노란색 라벨에는 어떤 그림이 그려져 있나요?,딸기와 사람들 그림,사과와 고양이 그림,포도와 새 그림,바나나와 강아지 그림,a
train_0049.jpg,train/train_0049.jpg,사진에 보이는 재활용품은 무엇인가요?,종이 상자,알루미늄 캔,플라스틱 병,유리병,b
train_0050.jpg,train/train_0050.jpg,사진 속에서 재활용 가능한 유리병은 어떤 브랜드인가요?,카스,칭따오,하이트,맥스,b
train_0051.jpg,train/train_0051.jpg,사진 속 흰색 용기는 어떤 재질로 만들어진 재활용품일까요?,종이,유리,플라스틱,금속,c
train_0052.jpg,train/train_0052.jpg,사진에 보이는 재활용 가능한 용기는 무엇인가요?,종이컵과 유리병,유리병과 플라스틱 컵,종이컵과 캔,플라스틱 컵과 캔,c
train_0053.jpg,train/train_0053.jpg,사진에 보이는 유리병 음료는 총 몇 개입니까?,6개,5개,4개,3개,b
train_0054.jpg,train/train_0054.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 뚜껑 색깔은 무엇인가요?,파란색,노란색,초록색,빨간색,a
train_0055.jpg,train/train_0055.jpg,사진에 보이는 재활용품 중 플라스틱 뚜껑이 몇 개 있나요?,4개,2개,1개,3개,d
train_0056.jpg,train/train_0056.jpg,사진에 보이는 재활용품 중 상자의 재질은 무엇인가요?,유리,플라스틱,금속,종이,d
train_0057.jpg,train/train_0057.jpg,사진 속 재활용품 중 알루미늄 캔은 몇 개 있나요?,없다,3개,1개,2개,c
train_0058.jpg,train/train_0058.jpg,사진에 보이는 재활용 가능한 플라스틱 용기는 몇 개입니까?,3개,4개,2개,1개,c
train_0059.jpg,train/train_0059.jpg,사진에 보이는 재활용 가능한 튜브형 용기의 개수는 몇 개인가요?,4개,3개,5개,2개,a
train_0060.jpg,train/train_0060.jpg,사진에 보이는 초록색 병은 몇 개입니까?,12개,10개,13개,11개,d
train_0061.jpg,train/train_0061.jpg,사진 속 투명한 비닐봉지 안에 보이는 재활용품 중 플라스틱 용품은 무엇인가요?,금속 캔과 종이컵,종이 상자와 유리병,유리병과 금속 캔,플라스틱 병과 플라스틱 용기,d
train_0062.jpg,train/train_0062.jpg,사진에 보이는 재활용 가능한 물건은 무엇인가요?,플라스틱 포장지,종이 봉투,유리병,금속 캔,a
train_0063.jpg,train/train_0063.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 개수는 몇 개인가요?,4개,1개,3개,2개,a
train_0064.jpg,train/train_0064.jpg,사진에 보이는 재활용품의 종류는 무엇인가요?,종이 포장지,플라스틱 포장지,금속 캔,유리병,b
train_0065.jpg,train/train_0065.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,4개,1개,3개,a
train_0066.jpg,train/train_0066.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,종이,금속,유리,플라스틱,a
train_0067.jpg,train/train_0067.jpg,사진 속 흰색 원형 테이블 위에 있는 재활용 가능한 플라스틱 용품은 몇 개인가요?,3개,1개,4개,2개,a
train_0068.jpg,train/train_0068.jpg,책상 위에 놓인 재활용 가능한 비닐 포장재의 색상은 무엇인가요?,분홍색과 하늘색,주황색과 흰색,빨간색과 검은색,노란색과 초록색,a
train_0069.jpg,train/train_0069.jpg,사진 속 음료 컵의 재활용 분류는 무엇인가요?,종이,플라스틱,금속,유리,b
train_0070.jpg,train/train_0070.jpg,사진에서 재활용품이 담긴 망은 어떤 색인가요?,빨간색,초록색,파란색,노란색,b
train_0071.jpg,train/train_0071.jpg,사진에 보이는 재활용품 중 플라스틱 병은 몇 개입니까?,2개,1개,3개,없음,b
train_0072.jpg,train/train_0072.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,투명한 플라스틱 컵과 뚜껑,손 세정제 용기,종이 상자,종이로 된 음료 컵과 빨대,a
train_0073.jpg,train/train_0073.jpg,사진에 보이는 재활용품 중 종이류는 어떤 형태로 가장 많이 쌓여 있나요?,박스 형태,신문지 형태,종이컵 형태,책자 형태,a
train_0074.jpg,train/train_0074.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 뚜껑 색깔은 무엇인가요?,빨간색,파란색,노란색,초록색,a
train_0075.jpg,train/train_0075.jpg,사진 속 재활용품 분리수거함 위에 놓인 재활용 가능한 플라스틱 용기는 무엇인가요?,플라스틱 컵과 빨대,종이컵 홀더,비닐봉투,페트병 음료수,a
train_0076.jpg,train/train_0076.jpg,사진에 보이는 재활용 가능한 플라스틱 빨대는 몇 개인가요?,3개,4개,2개,5개,a
train_0077.jpg,train/train_0077.jpg,사진 속 재활용품 중 종이류는 어떤 것이 가장 많이 보이나요?,신문과 종이박스,플라스틱 병,금속 캔,유리병,a
train_0078.jpg,train/train_0078.jpg,사진에 보이는 재활용품의 재질은 무엇인가요?,유리,금속,플라스틱,종이,c
train_0079.jpg,train/train_0079.jpg,사진에 보이는 재활용품 중 종이 재질의 포장지는 무엇인가요?,금속 캔,플라스틱 봉지,유리병,과자 봉지,d
train_0080.jpg,train/train_0080.jpg,사진에 보이는 재활용품 중 플라스틱 재질은 무엇인가요?,종이 상자,투명한 컵,종이 포장지,금속 통,b
train_0081.jpg,train/train_0081.jpg,사진에 보이는 재활용품 중에서 어떤 재질의 제품이 가장 많이 보이나요?,금속,종이(골판지 상자),플라스틱,유리,b
train_0082.jpg,train/train_0082.jpg,사진 속 테이블 위에 놓인 재활용 가능한 병은 몇 개인가요?,2개,4개,3개,1개,a
train_0083.jpg,train/train_0083.jpg,사진에 보이는 재활용품 중 알루미늄 캔은 몇 개입니까?,1개,없음,2개,3개,a
train_0084.jpg,train/train_0084.jpg,사진에 보이는 재활용품 중 플라스틱 재질인 것은 무엇인가요?,플라스틱 컵과 빨대,음료 캔,파우치,립스틱 용기,a
train_0085.jpg,train/train_0085.jpg,이 사진에 보이는 재활용 가능한 병의 종류는 무엇인가요?,종이 상자,플라스틱 병,금속 캔,유리 병,d
train_0086.jpg,train/train_0086.jpg,사진 속 재활용품 중 플라스틱 재질의 컵은 몇 개인가요?,4개,2개,3개,5개,c
train_0087.jpg,train/train_0087.jpg,사진 속 음료 컵의 재활용 가능한 재질은 무엇인가요?,플라스틱 컵과 플라스틱 빨대,종이컵과 금속 빨대,금속 캔과 플라스틱 뚜껑,유리병과 종이 빨대,a
train_0088.jpg,train/train_0088.jpg,사진에 보이는 재활용품 캔의 재질은 무엇인가요?,유리,플라스틱,금속,종이,c
train_0089.jpg,train/train_0089.jpg,사진 속 재활용 쓰레기 봉투 안에 보이는 흰색 플라스틱 병은 몇 개입니까?,5개,6개,4개,3개,b
train_0090.jpg,train/train_0090.jpg,사진에 보이는 재활용품 상자 중에서 주로 어떤 재질로 만들어졌나요?,금속,종이(골판지),유리,플라스틱,b
train_0091.jpg,train/train_0091.jpg,사진에 보이는 재활용 가능한 병의 재질은 무엇인가요?,금속,유리,플라스틱,종이,b
train_0092.jpg,train/train_0092.jpg,사진에 보이는 재활용품 중 병의 재질은 무엇인가요?,플라스틱,종이,유리,금속,c
train_0093.jpg,train/train_0093.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,금속 케이스,종이 포장지,유리병,플라스틱 컵과 빨대,d
train_0094.jpg,train/train_0094.jpg,사진에 보이는 재활용 가능한 종이 상자의 개수는 몇 개인가요?,5개,3개,4개,6개,d
train_0095.jpg,train/train_0095.jpg,사진에 보이는 은색 풍선 글자 중 몇 개가 있나요?,7개,10개,8개,9개,a
train_0096.jpg,train/train_0096.jpg,사진에 보이는 재활용품 봉투 안에 주로 어떤 종류의 재활용품이 들어 있나요?,종이 상자,유리병,플라스틱 병,알루미늄 캔,d
train_0097.jpg,train/train_0097.jpg,사진에 보이는 재활용 가능한 포장재는 무엇인가요?,플라스틱 포장재 2개,종이 포장재 2개,금속 캔 1개,유리병 1개,a
train_0098.jpg,train/train_0098.jpg,사진에 보이는 재활용품 중 캔은 몇 개입니까?,2개,1개,없음,3개,b
train_0099.jpg,train/train_0099.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,2개,3개,4개,1개,a
train_0100.jpg,train/train_0100.jpg,사진에 보이는 재활용 가능한 플라스틱 컵과 빨대의 위치는 어디인가요?,나뭇잎 사이에 숨겨져 있다.,나무 기둥 위에 놓여 있다.,초록색 철망 울타리 앞 바닥에 놓여 있다.,철망 울타리 위에 걸려 있다.,c
train_0101.jpg,train/train_0101.jpg,이 사진에서 재활용 가능한 플라스틱 용품은 무엇인가요?,빵과 케이크,종이 도시락 용기,종이로 된 그림 카드,검은색 플라스틱 포크,d
train_0102.jpg,train/train_0102.jpg,사진 속 재활용 쓰레기통 안에 보이는 재활용품 중 플라스틱 재질은 무엇인가요?,우유팩,종이 봉투,플라스틱 통,유리병,c
train_0103.jpg,train/train_0103.jpg,사진에 보이는 재활용품의 종류는 무엇인가요?,종이 상자,금속 캔,유리병,플라스틱 병,a
train_0104.jpg,train/train_0104.jpg,사진에 보이는 재활용품 중 발포 폴리스티렌(스티로폼) 상자는 어떤 재질로 분류되나요?,종이,금속,스티로폼,플라스틱,c
train_0105.jpg,train/train_0105.jpg,사진 속 재활용 가능한 유리병은 몇 개 있나요?,2개,3개,1개,4개,a
train_0106.jpg,train/train_0106.jpg,사진 속 비닐봉투 안에 들어있는 캔은 몇 개입니까?,4개,2개,1개,3개,d
train_0107.jpg,train/train_0107.jpg,사진에 보이는 스타벅스 음료 컵의 재활용 분류는 무엇인가요?,종이 재활용,플라스틱 재활용,유리 재활용,금속 재활용,b
train_0108.jpg,train/train_0108.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,플라스틱,유리,종이,금속,a
train_0109.jpg,train/train_0109.jpg,사진에 보이는 재활용품 상자의 재질은 무엇인가요?,유리,플라스틱,종이,금속,c
train_0110.jpg,train/train_0110.jpg,사진 속 재활용망에 주로 담겨 있는 재활용품의 종류는 무엇인가요?,플라스틱 병,종이 상자,금속 캔,유리병,a
train_0111.jpg,train/train_0111.jpg,책상 위에 있는 재활용 가능한 플라스틱 컵은 몇 개입니까?,4개,2개,3개,1개,b
train_0112.jpg,train/train_0112.jpg,사진에 보이는 판콜에이 A 병의 재활용 가능한 재질은 무엇인가요?,종이상자,플라스틱병,유리병,금속캔,c
train_0113.jpg,train/train_0113.jpg,사진 속 재활용 가능한 막걸리 병의 재질은 무엇인가요?,금속,종이,유리,플라스틱,d
train_0114.jpg,train/train_0114.jpg,사진 속 재활용품 중 플라스틱 컵은 어디에 있나요?,검은 통 안,파란 비닐봉투 안,갈색 종이봉투 안,하얀 비닐봉투 안,a
train_0115.jpg,train/train_0115.jpg,사진에 보이는 재활용 가능한 플라스틱 포장지는 무엇입니까?,Werther`s Original 캔디 포장지,유리병,종이상자,금속 캔,a
train_0116.jpg,train/train_0116.jpg,사진에 보이는 후추 용기의 재활용 가능 재질은 무엇인가요?,유리,종이,금속,플라스틱,a
train_0117.jpg,train/train_0117.jpg,사진 속 재활용품 중 종이팩은 몇 개입니까?,2개,3개,1개,없음,c
train_0118.jpg,train/train_0118.jpg,책상 위에 있는 재활용품 중 플라스틱으로 된 것은 무엇인가요?,플라스틱 컵과 빨대,음료 캔,비닐봉지,종이컵 홀더,a
train_0119.jpg,train/train_0119.jpg,사진 속 상자 안에 들어있는 재활용품의 종류는 무엇인가요?,플라스틱 병,금속 캔,종이 상자,유리병,c
train_0120.jpg,train/train_0120.jpg,책상 위에 있는 재활용 가능한 플라스틱 병은 몇 개입니까?,1개,3개,2개,없다,a
train_0121.jpg,train/train_0121.jpg,사진 속 재활용 가능한 유리병과 플라스틱 병의 개수는 각각 몇 개인가요?,"유리병 2개, 플라스틱 병 0개","유리병 1개, 플라스틱 병 1개","유리병 1개, 플라스틱 병 2개","유리병 0개, 플라스틱 병 2개",b
train_0122.jpg,train/train_0122.jpg,사진 속 재활용품 중 플라스틱 재질인 것은 무엇인가요?,종이컵에 담긴 음료,투명한 생수병,금색 포장지,스테인리스 텀블러,b
train_0123.jpg,train/train_0123.jpg,사진 속 재활용품 중 가장 많이 보이는 재질은 무엇인가요?,금속,종이,유리,플라스틱,d
train_0124.jpg,train/train_0124.jpg,사진에서 재활용 가능한 플라스틱 용기는 어디에 놓여 있나요?,책상 위,바닥에 직접,창문턱 위,화분 받침대 위,c
train_0125.jpg,train/train_0125.jpg,사진에 보이는 재활용 가능한 금속 캔의 브랜드는 무엇인가요?,환타,스프라이트,펩시,코카콜라,c
train_0126.jpg,train/train_0126.jpg,사진 속 재활용 가능한 유리병 중 초록색 병은 몇 개 있나요?,9개,7개,8개,10개,d
train_0127.jpg,train/train_0127.jpg,사진 속 재활용품 중 플라스틱 컵은 어디에 놓여 있나요?,나무 팔레트 위,검은색 통 위,벽 옆 바닥,간판 앞,b
train_0128.jpg,train/train_0128.jpg,사진에 보이는 재활용품 상자의 재질은 무엇인가요?,유리,플라스틱,금속,종이(골판지),d
train_0129.jpg,train/train_0129.jpg,사진에 보이는 재활용 가능한 품목은 무엇인가요?,유리병 2개,플라스틱 병 2개,종이 담배갑 2개,금속 캔 2개,c
train_0130.jpg,train/train_0130.jpg,사진 속 상자 안에 보이는 재활용품은 무엇인가요?,종이컵,캔,유리병,플라스틱 용기,a
train_0131.jpg,train/train_0131.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,2개,1개,4개,3개,d
train_0132.jpg,train/train_0132.jpg,"이 선반에 있는 재활용 가능한 포장재 중, 종이 재질로 보이는 것은 무엇인가요?",유리병,빨간색과 초록색 상자,금속 캔,플라스틱 봉지에 든 과자,b
train_0133.jpg,train/train_0133.jpg,사진 속 재활용 가능한 플라스틱 컵의 뚜껑과 빨대의 색상은 무엇인가요?,"뚜껑은 투명, 빨대는 노란색","뚜껑은 노란색, 빨대는 투명",뚜껑과 빨대 모두 투명,뚜껑과 빨대 모두 노란색,a
train_0134.jpg,train/train_0134.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,5개,10개,7개,12개,d
train_0135.jpg,train/train_0135.jpg,사진에서 바닥에 놓여 있는 재활용품의 종류는 무엇인가요?,종이 상자,금속 캔,플라스틱 병,유리병,c
train_0136.jpg,train/train_0136.jpg,사진에 보이는 재활용 가능한 병의 재질은 무엇인가요?,금속,플라스틱,종이,유리,d
train_0137.jpg,train/train_0137.jpg,사진에 보이는 재활용품 중 플라스틱 용기가 담긴 비닐봉투는 어디에 놓여 있나요?,쓰레기통 안,차 옆 도로 위,인도 위,차량 트렁크 안,c
train_0138.jpg,train/train_0138.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,2개,1개,3개,4개,a
train_0139.jpg,train/train_0139.jpg,사진에 보이는 재활용품 중 알루미늄 캔은 몇 개입니까?,3개,6개,5개,4개,c
train_0140.jpg,train/train_0140.jpg,사진에 보이는 재활용품은 무엇인가요?,유리병,종이 상자,금속 캔,플라스틱 병,a
train_0141.jpg,train/train_0141.jpg,사진에 보이는 재활용 가능한 플라스틱 병은 몇 개입니까?,2개,4개,1개,3개,d
train_0142.jpg,train/train_0142.jpg,사진에 보이는 재활용품 중 금속 재질인 것은 무엇인가요?,종이 포장지,플라스틱 용기,유리병,알루미늄 캔,d
train_0143.jpg,train/train_0143.jpg,사진에 보이는 재활용품 중 종이팩은 몇 개입니까?,1개,3개,2개,4개,b
train_0144.jpg,train/train_0144.jpg,사진 속 음료 컵의 재질은 무엇인가요?,종이,플라스틱,유리,금속,b
train_0145.jpg,train/train_0145.jpg,사진에 보이는 재활용품 중 종이 재질로 분류되는 것은 무엇인가요?,커피 컵 뚜껑,키보드,마우스 패드,초코 과자 상자,d
train_0146.jpg,train/train_0146.jpg,사진에 보이는 재활용 가능한 병의 재질은 무엇인가요?,금속,유리,플라스틱,종이,b
train_0147.jpg,train/train_0147.jpg,사진 속 컵홀더에 있는 재활용품 중 종이팩은 어떤 제품인가요?,종이컵,플라스틱 병,기픈 물 DEEP WATER 종이팩,초콜릿 캔,c
train_0148.jpg,train/train_0148.jpg,사진 속 상자 안에 보이는 재활용품은 무엇인가요?,종이 상자,플라스틱 병,금속 캔,유리병,a
train_0149.jpg,train/train_0149.jpg,책상 위에 있는 재활용 가능한 음료 용기는 무엇인가요?,종이컵,유리병,알루미늄 캔,플라스틱 컵,d
train_0150.jpg,train/train_0150.jpg,사진에 보이는 재활용품 중 플라스틱 용기의 개수는 몇 개인가요?,4개,1개,2개,3개,c
train_0151.jpg,train/train_0151.jpg,사진에 보이는 재활용 가능한 플라스틱 뚜껑은 어디에 있나요?,책상 오른쪽 모니터 옆에 있다,책상 중앙에 있다,책상 왼쪽 창가에 있다,책상 오른쪽 노트북 옆에 있다,c
train_0152.jpg,train/train_0152.jpg,사진 속 투명 플라스틱 컵에 붙어 있는 종이 라벨의 배경색은 무엇인가요?,노란색,빨간색,파란색,초록색,a
train_0153.jpg,train/train_0153.jpg,사진 속 재활용 가능한 플라스틱 용기는 몇 개입니까?,4개,3개,2개,1개,d
train_0154.jpg,train/train_0154.jpg,사진에 보이는 재활용품 중 플라스틱 뚜껑의 브랜드는 무엇인가요?,코카콜라,포카리 스웨트,펩시,스프라이트,b
train_0155.jpg,train/train_0155.jpg,사진에 보이는 재활용 가능한 종이류는 무엇인가요?,인쇄된 안내문,종이봉투,신문지,종이컵,a
train_0156.jpg,train/train_0156.jpg,사진에 보이는 재활용 가능한 플라스틱 컵의 특징으로 옳은 것은 무엇인가요?,뚜껑은 유리 재질이고 컵은 플라스틱이다.,컵과 빨대 모두 종이 재질이다.,컵은 종이 재질이고 빨대는 플라스틱이다.,뚜껑과 빨대가 모두 플라스틱 재질이다.,d
train_0157.jpg,train/train_0157.jpg,사진에 보이는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,3개,4개,2개,1개,d
train_0158.jpg,train/train_0158.jpg,사진에 보이는 재활용품 포장지는 어떤 재질로 보이나요?,유리,종이,금속,플라스틱,d
train_0159.jpg,train/train_0159.jpg,사진에 보이는 재활용 가능한 용기의 재질은 무엇인가요?,플라스틱과 종이,유리와 금속,유리와 플라스틱,종이와 금속,a
train_0160.jpg,train/train_0160.jpg,책상 위에 놓인 재활용품은 무엇인가요?,플라스틱 컵,유리병,캔,종이상자,a
train_0161.jpg,train/train_0161.jpg,사진에서 재활용 가능한 유리병은 어디에 놓여 있나요?,벽 옆 바닥에 놓여 있다,바닥 중앙에 여러 개 흩어져 있다,스티로폼 상자 위에 놓여 있다,벽 뒤에 숨겨져 있다,a
train_0162.jpg,train/train_0162.jpg,사진에 보이는 재활용품 중 플라스틱 병과 종이 상자의 개수는 각각 몇 개입니까?,"플라스틱 병 2개, 종이 상자 2개","플라스틱 병 1개, 종이 상자 1개","플라스틱 병 1개, 종이 상자 2개","플라스틱 병 2개, 종이 상자 1개",b
train_0163.jpg,train/train_0163.jpg,사진에 보이는 재활용 가능한 플라스틱 용기의 뚜껑 색깔은 무엇인가요?,노란색,파란색,빨간색,초록색,b
train_0164.jpg,train/train_0164.jpg,사진에서 보이는 재활용품은 무엇인가요?,유리병,종이컵,플라스틱 병,캔,d
train_0165.jpg,train/train_0165.jpg,사진 속 테이블 위에 있는 재활용 가능한 음료 용기는 몇 개입니까?,5개,3개,4개,2개,c
train_0166.jpg,train/train_0166.jpg,사진에서 나무 주변에 놓여 있는 재활용 가능한 플라스틱 병의 개수는 몇 개인가요?,0개,3개,1개,2개,c
train_0167.jpg,train/train_0167.jpg,사진에 보이는 재활용 가능한 플라스틱 컵은 몇 개입니까?,4개,3개,2개,1개,c
train_0168.jpg,train/train_0168.jpg,사진 속 비닐봉지 안에 있는 캔의 종류로 올바른 것은 무엇인가요?,종이팩과 캔,음료수 캔과 맥주 캔,유리병과 플라스틱 병,플라스틱 병과 유리병,b
train_0169.jpg,train/train_0169.jpg,사진 속에서 재활용 가능한 플라스틱 컵은 몇 개 있나요?,3개,4개,1개,2개,d
train_0170.jpg,train/train_0170.jpg,사진에 보이는 노란색 상자에 담긴 재활용품은 무엇인가요?,금속 캔,유리 병,플라스틱 병,종이 상자,d
train_0171.jpg,train/train_0171.jpg,사진에 보이는 재활용 가방의 색상 조합은 무엇인가요?,주황색과 회색,빨간색과 검은색,초록색과 노란색,파란색과 흰색,c
train_0172.jpg,train/train_0172.jpg,사진에 보이는 재활용 가능한 포장재의 재질은 무엇인가요?,플라스틱 필름,유리,금속 캔,종이,a
